enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
AR,customerMasterData,systemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for personwho created the record."
AR,customerMasterData,systemModifiedDateTime,,DATE,date,The date and time the entry was last modified.
AR,customerMasterData,systemModifiedUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for the lastperson modifying this entry."
AR,customerMasterData,taxAuthority,,TEXT,string,Identification of the Revenue Body to which this TaxType refers.
AR,customerMasterData,taxNumber,,TEXT,string,The supplier's tax identification number.
AR,customerMasterData,taxRegistrationNumber,,TEXT,string,Unique number issued by a Revenue Body for use by the company.
AR,customerMasterData,taxType,,TEXT,string,Tax type for look-up in tables
AR,customerMasterData,taxVerificationDate,,DATE,date,The date that the tax registration details referred to above were last checked.
AR,customerMasterData,telephone,,TEXT,string,"Phone number of the primary contact at thesupplier."
AR,customerMasterData,title,,TEXT,string,"The title of the person (for example, accounting manager)."
AR,customerMasterData,transactionCreditLimit,,TEXT,string,"The per invoice credit limit established withthis supplier."
AR,customerMasterData,website,,TEXT,string,
HR,employeeMasterData,departmentCode,,TEXT,string,"Code for department rosters. EXAMPLE the department name is IT department, the code is 0018"
HR,employeeMasterData,employeeDateOfBirth,,DATE,date,Date of Birth of the employee
HR,employeeMasterData,employeeFirstName,,TEXT,string,Name of the employee 
HR,employeeMasterData,employeeId,,TEXT,string,Unique identifier for an employee. Typically auto-generated by the system 
HR,employeeMasterData,employeeJobTitle,,TEXT,string,Job title of a person in an accounting unit. EXAMPLE Accounting manger 
HR,employeeMasterData,employeeLastName,,TEXT,string,
HR,employeeMasterData,employeeMiddleName,,TEXT,string,
HR,employeeMasterData,employeeRefCode,,TEXT,string,"Code for employee. Each employee has only one code. If someone has part-time jobs in multiple departments, there will be more than one record with different Employee_ID in this table. The part-time status will be reflected in EmployeeTypeCode"
HR,employeeMasterData,employmentStartDate,,DATE,date,Employment start date of the employee 
HR,employeeMasterData,employmentTerminationDate,,DATE,date,"Termination date of the employee from when the labour contract was no longer valid, or from when the employee no longer works in this department "
HR,employeeMasterData,employmentTypeCode,,TEXT,string,"Code for the employee type. EXAMPLE 004 is an on-the-job employee, 005 is a retired employee 006 is a deceased employee."
HR,employeeMasterData,employmentTypeName,,TEXT,string,"Name of the employee type. Example Employed, retired, probation, part time. "
HR,employeeMasterData,isActiveFlag,,TEXT,string,Indicates whether one employee is active or inactive. An employee can become inactive due to various reasons (i.e sabbatical leave)
HR,employeeMasterData,userId,userListing.userId,TEXT,string,"A unique identifier of individuals entering transactions into the ERP system. This field is used to join information in this table to other tables based on the fields Entered_By, Last_Modified_By, and Approved_By."
FA,fixedAssetAdditions,acquisitionDetails,,TEXT,string,
FA,fixedAssetAdditions,additionType,,TEXT,string,
FA,fixedAssetAdditions,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
FA,fixedAssetAdditions,approvedByDate,,DATE,date,Date the entry was approved.
FA,fixedAssetAdditions,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
FA,fixedAssetAdditions,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
FA,fixedAssetAdditions,enteredDate,,DATE,date,"Date the order was entered into the system.This is sometimes referred to as the creationdate. This should be a system-generateddate (rather than user-entered date), whenpossible. This date does not necessarilycorrespond with the date of the transactionitself."
FA,fixedAssetAdditions,fixedAssetAdditionDate,,DATE,date,
FA,fixedAssetAdditions,fixedAssetAdditionId,,TEXT,string,
FA,fixedAssetAdditions,fixedAssetCost,,NUMERIC,decimal,
FA,fixedAssetAdditions,fixedAssetId,,TEXT,string,
FA,fixedAssetAdditions,fixedAssetUniqueId,,TEXT,string,
FA,fixedAssetAdditions,glAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetAdditions,glTransactionId,glDetail.transactionId,TEXT,string,
FA,fixedAssetAdditions,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
FA,fixedAssetAdditions,lastModifiedByDate,,DATE,date,
FA,fixedAssetAdditions,lotNumber,,TEXT,string,
FA,fixedAssetAdditions,placedInService,,TEXT,string,
FA,fixedAssetAdditions,purchaseOrderDate,,DATE,date,"The date of the purchase order, regardless ofthe date the order is entered. If no purchaseorder leave blank."
FA,fixedAssetAdditions,purchaseOrderId,,TEXT,string,
FA,fixedAssetAdditions,purchaseOrderRaisedDate,,DATE,date,
FA,fixedAssetAdditions,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetAdditions,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetAdditions,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetAdditions,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetAdditions,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetAdditions,serialNumber,,TEXT,string,
FA,fixedAssetAdditions,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
FA,fixedAssetAdditions,supplierName,,TEXT,string,Name of the supplier
FA,fixedAssetAdditions,vatCode,,TEXT,string,
FA,fixedAssetDepreciation,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
FA,fixedAssetDepreciation,approvedByDate,,DATE,date,Date the entry was approved.
FA,fixedAssetDepreciation,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
FA,fixedAssetDepreciation,depreciationEffectiveDate,,DATE,date,
FA,fixedAssetDepreciation,depreciationForPeriod,,TEXT,string,
FA,fixedAssetDepreciation,depreciationRate,,NUMERIC,decimal,
FA,fixedAssetDepreciation,enteredBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for person who created the record.
FA,fixedAssetDepreciation,enteredDate,,DATE,date,"Date the order was entered into the system.This is sometimes referred to as the creationdate. This should be a system-generateddate (rather than user-entered date), whenpossible. This date does not necessarilycorrespond with the date of the transactionitself."
FA,fixedAssetDepreciation,fixedAssetDepreciableBasis,,TEXT,string,
FA,fixedAssetDepreciation,fixedAssetDepreciationAmount,,NUMERIC,decimal,
FA,fixedAssetDepreciation,fixedAssetDepreciationId,,TEXT,string,
FA,fixedAssetDepreciation,fixedAssetDepreciationMethod,,TEXT,string,
FA,fixedAssetDepreciation,fixedAssetFairValue,,NUMERIC,decimal,
FA,fixedAssetDepreciation,fixedAssetId,,TEXT,string,
FA,fixedAssetDepreciation,fixedAssetReplacementCost,,NUMERIC,decimal,
FA,fixedAssetDepreciation,fixedAssetSalvageValue,,NUMERIC,decimal,
FA,fixedAssetDepreciation,fixedAssetUsefulLife,,TEXT,string,
FA,fixedAssetDepreciation,glAccount,chartOfAccounts.glAccountNumber,TEXT,string,
FA,fixedAssetDepreciation,glTransactionId,glDetail.transactionId,TEXT,string,
FA,fixedAssetDepreciation,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
FA,fixedAssetDepreciation,lastModifiedByDate,,DATE,date,
FA,fixedAssetDepreciation,lotNumber,,TEXT,string,
FA,fixedAssetDepreciation,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetDepreciation,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetDepreciation,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetDepreciation,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetDepreciation,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
FA,fixedAssetDepreciation,serialNumber,,TEXT,string,
FA,fixedAssetDepreciation,uniqueId,,TEXT,string,
FA,fixedAssetMasterData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
