,,Duplicates,enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
PurchaseInvoicesInvoiceLine ShipToAddress,Country,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxBase,taxBase,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxBaseDescription,taxBaseDescription,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxBaseDescription,,TEXT,String,Description of the value in the TaxBase. Eg Litres for excises on alcholic bevarages.
PurchaseInvoicesInvoiceLineTaxInformation,TaxCode,taxCode,AP,SourceDocuments,PurchaseInvoicesInvoiceLineTaxInformationTaxCode,,TEXT,String,Tax Code for lookup in tables
PurchaseInvoicesInvoiceLineTaxInformation,TaxPercentage,taxPercentage,AP,SourceDocuments,PurchaseInvoicesInvoiceLineTaxInformationTaxPercentage,,NUMERIC,Decimal,Tax percentage
PurchaseInvoicesInvoiceSupplierInfo,SupplierID,supplierId,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoSupplierID,,TEXT,String,Unique code for the supplier
PurchaseInvoicesInvoice,SystemID,systemId,AP,SourceDocuments,PurchaseInvoicesInvoiceSystemID,,TEXT,String,Unique number created by the system for the document
PurchaseInvoicesInvoice,AccountID,accountId,AP,SourceDocuments,PurchaseInvoicesInvoiceAccountID,,TEXT,String,"General Ledger Account code of the GL-revenue-account. Can be including sub account id. It can contain many different levels to identify the account. It could contain cost centres such as company, division, region, group and branch/department."
PurchaseInvoicesInvoiceShipFromAddress,AdditionalAddressDetail,additionalAddressDetail,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromAddressAdditionalAddressDetail,,TEXT,String,Address lines
PurchaseInvoicesInvoiceShipToAddress,AdditionalAddressDetail,additionalAddressDetail,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToAddressAdditionalAddressDetail,,TEXT,String,Address lines
PurchaseInvoicesInvoiceCustomerInfoBillingAddress,AdditionalAddressDetail,additionalAddressDetail,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoBillingAddressAdditionalAddressDetail,,TEXT,String,Address lines
PurchaseInvoicesInvoiceSupplierInfoBillingAddress,AdditionalAddressDetail,additionalAddressDetail,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoBillingAddressAdditionalAddressDetail,,TEXT,String,Address lines
PurchaseInvoicesInvoiceLine ShipFromAddress,AdditionalAddressDetail,additionalAddressDetail,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipFromAddressAdditionalAddressDetail,,TEXT,String,Address lines
SalesInvoicesInvoiceLine ShipToAddress,Country,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
PurchaseInvoicesInvoiceShipFromAddress,AddressType,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
PurchaseInvoicesInvoiceShipToAddress,AddressType,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
PurchaseInvoicesInvoiceCustomerInfoBillingAddress,AddressType,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoBillingAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
PurchaseInvoicesInvoiceSupplierInfoBillingAddress,AddressType,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoBillingAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
PurchaseInvoicesInvoiceLine ShipFromAddress,AddressType,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipFromAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
PurchaseInvoicesInvoiceLine ShipTo,DeliveryDate,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToDeliveryDate,,DATE,Date,Date goods are delivered
PurchaseInvoicesInvoiceLineAnalysis,AnalysisType,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineAnalysisAnalysisType,,TEXT,String,"Analysis code identifier; cost centre, cost unit, cost type project etc. Refer to the MasterFile Analysis Type Table."
PurchaseInvoicesInvoice,BranchStoreNumber ,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceBranchStoreNumber ,,TEXT,String,"Branch or store number, additional segregation of customer/supplier, used if not part of the customer/supplier id."
PurchaseInvoicesInvoiceShipFromAddress,Building,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromAddressBuilding,,TEXT,String,Building Address detail
PurchaseInvoicesInvoiceShipToAddress,Building,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToAddressBuilding,,TEXT,String,Building Address detail
PurchaseInvoicesInvoiceCustomerInfoBillingAddress,Building,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoBillingAddressBuilding,,TEXT,String,Building Address detail
PurchaseInvoicesInvoiceSupplierInfoBillingAddress,Building,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoBillingAddressBuilding,,TEXT,String,Building Address detail
PurchaseInvoicesInvoiceShipFromAddress,City,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromAddressCity,,TEXT,String,City or main Town
PurchaseInvoicesInvoiceShipToAddress,City,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToAddressCity,,TEXT,String,City or main Town
PurchaseInvoicesInvoiceCustomerInfoBillingAddress,City,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoBillingAddressCity,,TEXT,String,City or main Town
PurchaseInvoicesInvoiceSupplierInfoBillingAddress,City,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoBillingAddressCity,,TEXT,String,City or main Town
PurchaseInvoicesInvoiceLine,GoodsServiceID,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineGoodsServiceID,,TEXT,String,Indicator showing if goods or service
PurchaseInvoicesInvoiceLine ShipFrom,LocationID,locationId,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipFromLocationID,,TEXT,String,Location of goods in warehouse
SalesInvoicesInvoiceLine ShipTo,DeliveryDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToDeliveryDate,,DATE,Date,Date goods are delivered
PurchaseInvoicesInvoiceShipFrom,LocationID,locationId,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromLocationID,,TEXT,String,Location of goods in warehouse
PurchaseInvoicesInvoiceShipTo,LocationID,locationId,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToLocationID,,TEXT,String,Location of goods in warehouse
PurchaseInvoicesInvoiceLine Delivery,MovementReference,movementReference,AP,SourceDocuments,PurchaseInvoicesInvoiceLine DeliveryMovementReference,,TEXT,String,Unique reference to the movement
PurchaseInvoicesInvoiceCustomerInfo,Name,name,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoName,,TEXT,String,Name of customer
PurchaseInvoicesInvoiceSupplierInfo,Name,name,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoName,,TEXT,String,Name of the supplier
PurchaseInvoicesInvoiceShipFromAddress,Number,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromAddressNumber,,TEXT,String,Number of the building
PurchaseInvoicesInvoiceShipToAddress,Number,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToAddressNumber,,TEXT,String,Number of the building
PurchaseInvoicesInvoiceCustomerInfoBillingAddress,Number,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoBillingAddressNumber,,TEXT,String,Number of the building
PurchaseInvoicesInvoiceSupplierInfoBillingAddress,Number,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoBillingAddressNumber,,TEXT,String,Number of the building
PurchaseInvoicesInvoiceLine,Other…,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineOther…,,TEXT,String,Represents space to allow individual Revenue Bodies to add further elements
PurchaseInvoicesInvoice,Other…,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceOther…,,TEXT,String,Represents space to allow individual Revenue Bodies to add further elements
PurchaseInvoicesInvoiceSettlement,PaymentMechanism,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSettlementPaymentMechanism,,TEXT,String,Payment mechanism
PurchaseInvoicesInvoice,PaymentTerms,paymentTerms,AP,SourceDocuments,PurchaseInvoicesInvoicePaymentTerms,,TEXT,String,Payment terms for this invoice.
PurchaseInvoicesInvoice,PeriodYear,periodYear,AP,SourceDocuments,PurchaseInvoicesInvoicePeriodYear,,TEXT,String,The year of the accounting period.
PurchaseInvoicesInvoiceLine,ProductCode,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineProductCode,,TEXT,String,Product code
PurchaseInvoicesInvoiceLine,ProductDescription,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineProductDescription,,TEXT,String,Description of Goods or services
PurchaseInvoicesInvoiceLine,Quantity,quantity,AP,SourceDocuments,PurchaseInvoicesInvoiceLineQuantity,,TEXT,String,Quantity of goods and services supplied
PurchaseInvoicesInvoiceLineDebitNote,Reason,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineDebitNoteReason,,TEXT,String,Debit note reason or rationale
PurchaseInvoicesInvoice,ReceiptNumbers,receiptNumbers,AP,SourceDocuments,PurchaseInvoicesInvoiceReceiptNumbers,,TEXT,String,"The number of receipts on this consolidated invoicerecord, can be a single number, a range or a list."
PurchaseInvoicesInvoiceLineDebitNote,Reference,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLineDebitNoteReference,,TEXT,String,Debit note reference (where applicable) to original invoice
PurchaseInvoicesInvoice,SelfBillingIndicator,selfBillingIndicator,AP,SourceDocuments,PurchaseInvoicesInvoiceSelfBillingIndicator,,TEXT,String,Indicator showing if self-billing is used for this invoice.
PurchaseInvoicesInvoiceSettlement,SettlementDate,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSettlementSettlementDate,,DATE,Date,Date settled
PurchaseInvoicesInvoiceSettlement,SettlementDiscount,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSettlementSettlementDiscount,,NUMERIC,Decimal,Description Settlement / Other Discount
PurchaseInvoicesInvoiceDocumentTotals,ShippingCostAmountTotal,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsShippingCostAmountTotal,,NUMERIC,Decimal,Control total amount freight charges
PurchaseInvoicesInvoice,SourceID,sourceId,AP,SourceDocuments,PurchaseInvoicesInvoiceSourceID,,TEXT,String,Details of person or application that entered the transaction
PurchaseInvoicesInvoiceShipFromAddress,StreetName,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromAddressStreetName,,TEXT,String,Name of the street
PurchaseInvoicesInvoiceShipToAddress,StreetName,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToAddressStreetName,,TEXT,String,Name of the street
PurchaseInvoicesInvoiceCustomerInfoBillingAddress,StreetName,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceCustomerInfoBillingAddressStreetName,,TEXT,String,Name of the street
PurchaseInvoicesInvoiceSupplierInfoBillingAddress,StreetName,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceSupplierInfoBillingAddressStreetName,,TEXT,String,Name of the street
PurchaseInvoicesInvoiceLine ShipFromAddress,StreetName,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipFromAddressStreetName,,TEXT,String,Name of the street
PurchaseInvoicesInvoiceLineTaxInformation,TaxBase,taxBase,AP,SourceDocuments,PurchaseInvoicesInvoiceLineTaxInformationTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
PurchaseInvoicesInvoiceLineTaxInformation,TaxBaseDescription,taxBaseDescription,AP,SourceDocuments,PurchaseInvoicesInvoiceLineTaxInformationTaxBaseDescription,,TEXT,String,Description of the value in the TaxBase. Eg Litres for excises on alcholic bevarages.
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxCode,taxCode,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxCode,,TEXT,String,Tax Code for lookup in tables
PurchaseInvoicesInvoiceLineTaxInformation,TaxDeclarationPeriod,taxDeclarationPeriod,AP,SourceDocuments,PurchaseInvoicesInvoiceLineTaxInformationTaxDeclarationPeriod,,DATE,Date,The identification of the declaration/return in which the taxamount is reported to the Revenue body.
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxDeclarationPeriod,taxDeclarationPeriod,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxDeclarationPeriod,,DATE,Date,The identification of the declaration/return in which the taxamount is reported to the Revenue body.
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxExemptionReason,taxExemptionReason,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxExemptionReason,,TEXT,String,Tax exemption or reduction reason or rasionale
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxPercentage,taxPercentage,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxPercentage,,NUMERIC,Decimal,Tax percentage
PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxType,taxType,AP,SourceDocuments,PurchaseInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxType,,TEXT,String,Tax type for look-up in tables
PurchaseInvoicesInvoiceLine ShipTo,DeliveryID,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToDeliveryID,,TEXT,String,Identification of the delivery
PurchaseInvoicesInvoiceLine ,UOMToUOMBaseConversionFactor,uomToUOMbaseConversionFactor,AP,SourceDocuments,PurchaseInvoicesInvoiceLine UOMToUOMBaseConversionFactor,,NUMERIC,Decimal,Conversion factor of the invoiceUOM to UOM base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
PurchaseInvoicesInvoiceLine ShipFrom,WarehouseID,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipFromWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work in progress, or stock in transit"
SalesInvoicesInvoiceLine ShipTo,DeliveryID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToDeliveryID,,TEXT,String,Identification of the delivery
PurchaseInvoicesInvoiceShipFrom,WarehouseID,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipFromWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work in progress, or stock in transit"
PurchaseInvoicesInvoiceShipTo,WarehouseID,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceShipToWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work-in-progress, or stock in transit"
PurchaseInvoicesInvoiceLine ShipTo,LocationID,locationId,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToLocationID,,TEXT,String,Location of goods in warehouse
SalesInvoicesInvoiceLine ShipTo,LocationID,locationId,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToLocationID,,TEXT,String,Location of goods in warehouse
PurchaseInvoicesInvoiceLine ShipToAddress,Number,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoiceDocumentTotals,NetTotal,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsNetTotal,,NUMERIC,Decimal,Control total sales value excluding tax and shipping costs
SalesInvoicesInvoiceLineTaxInformation,TaxType,taxType,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxType,,TEXT,String,Tax type for look-up in tables
SalesInvoicesInvoice,TransactionID,transactionId,AR,SourceDocuments,SalesInvoicesInvoiceTransactionID,,TEXT,String,"Cross-reference to GL pposting in the journal. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department."
SalesInvoicesInvoice,BatchID,batchId,AR,SourceDocuments,SalesInvoicesInvoiceBatchID,,TEXT,String,Systems generated batch ID.
SalesInvoicesInvoiceLine Delivery,FromDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine DeliveryFromDate,,DATE,Date,StartDate of the deliveries
SalesInvoicesInvoiceLine DeliveryDeliveryPeriod,ToDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine DeliveryDeliveryPeriodToDate,,DATE,Date,Endate of the deliveries
SalesInvoicesInvoiceShipFrom,UCR,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromUCR,,TEXT,String,Unique consignment reference number
SalesInvoicesInvoiceCustomerInfo,CustomerID,customerId,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoCustomerID,,TEXT,String,Unique code for the customer 
SalesInvoicesInvoiceShipTo,UCR,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToUCR,,TEXT,String,Unique consignment reference number
SalesInvoicesInvoiceLine,InvoiceUOM,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineInvoiceUOM,,NUMERIC,Decimal,Quantity unit of measure e.g. pack of 12
SalesInvoicesInvoiceLine ShipFromAddress,PostalCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceLine ShipToAddress,Number,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoice,InvoiceDate,invoiceDate,AR,SourceDocuments,SalesInvoicesInvoiceInvoiceDate,,DATE,Date,Date of Invoice
SalesInvoicesInvoice,InvoiceNo,invoiceNo,AR,SourceDocuments,SalesInvoicesInvoiceInvoiceNo,,TEXT,String,Invoice number
SalesInvoicesInvoiceLine,LineNumber,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineLineNumber,,TEXT,String,Number of Invoice line
SalesInvoices,NumberOfEntries,#N/A,AR,SourceDocuments,SalesInvoicesNumberOfEntries,,TEXT,String,Number of entries
SalesInvoicesInvoice,GLPostingDate,glPostingDate,AR,SourceDocuments,SalesInvoicesInvoiceGLPostingDate,,DATE,Date,Date posting to GL
SalesInvoicesInvoiceLine,Description,description,AR,SourceDocuments,SalesInvoicesInvoiceLineDescription,,TEXT,String,Description of Invoice Line item.
SalesInvoicesInvoiceDocumentTotals,GrossTotal,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsGrossTotal,,NUMERIC,Decimal,Control total amount including tax and shipping costs
SalesInvoicesInvoice,InvoiceType,invoiceType,AR,SourceDocuments,SalesInvoicesInvoiceInvoiceType,,TEXT,String,"Type of invoice; Debit invoice, Credit invoice, Cash, Ticket, etc"
SalesInvoicesInvoiceLine,UnitPrice,unitPrice,AR,SourceDocuments,SalesInvoicesInvoiceLineUnitPrice,,NUMERIC,Decimal,Unit price for the unit/group of units per UOM in the headers default currency.
SalesInvoicesInvoiceLineOrderReferences,OrderDate,orderDate,AR,SourceDocuments,SalesInvoicesInvoiceLineOrderReferencesOrderDate,,DATE,Date,Date of order
SalesInvoicesInvoiceLineOrderReferences,OriginatingON,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineOrderReferencesOriginatingON,,TEXT,String,Origination Order Number
SalesInvoicesInvoice,Period,period,AR,SourceDocuments,SalesInvoicesInvoicePeriod,,TEXT,String,Accounting Period
SalesInvoicesInvoiceLine ShipFromAddress,Building,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressBuilding,,TEXT,String,Building Address detail
PurchaseInvoicesInvoiceLine ShipToAddress,PostalCode,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceLine ShipFromAddress,City,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressCity,,TEXT,String,City or main Town
SalesInvoicesInvoiceLine ShipFromAddress,Number,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoiceShipFromAddress,PostalCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceShipToAddress,PostalCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceCustomerInfoBillingAddress,PostalCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceSupplierInfoBillingAddress,PostalCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceLineAnalysisAnalysisAmount,CurrencyAmount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineAnalysisAnalysisAmountCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
SalesInvoicesInvoiceLineTaxInformationTaxAmount,CurrencyAmount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxAmountCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmount,CurrencyAmount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmountCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
SalesInvoicesInvoiceLine InvoiceLineAmount,CurrencyAmount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine InvoiceLineAmountCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
SalesInvoicesInvoiceSettlementSettlementAmount,CurrencyAmount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSettlementSettlementAmountCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
SalesInvoicesInvoiceLine ShippingCostsAmount,CurrencyAmount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShippingCostsAmountCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
SalesInvoicesInvoiceLineAnalysis,AnalysisID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineAnalysisAnalysisID,,TEXT,String,Value of the analysisID; f;I which cost centre applies
SalesInvoices,TotalCredit,#N/A,AR,SourceDocuments,SalesInvoicesTotalCredit,,NUMERIC,Decimal,The total of all credit amounts in the headers default currency.
SalesInvoices,TotalDebit,#N/A,AR,SourceDocuments,SalesInvoicesTotalDebit,,NUMERIC,Decimal,The total of all debit amounts in the headers default currency.
SalesInvoicesInvoiceLine ShipFromAddress,Country,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
SalesInvoicesInvoiceShipFromAddress,Country,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
SalesInvoicesInvoiceShipToAddress,Country,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
SalesInvoicesInvoiceCustomerInfoBillingAddress,Country,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
SalesInvoicesInvoiceSupplierInfoBillingAddress,Country,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressCountry,,TEXT,String,TWO-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands
SalesInvoicesInvoiceLine ShippingCostsAmount,Amount,amount,AR,SourceDocuments,SalesInvoicesInvoiceLine ShippingCostsAmountAmount,,NUMERIC,Decimal,In the headers default currency
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmount,Amount,amount,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmountAmount,,NUMERIC,Decimal,In the headers default currency
SalesInvoicesInvoiceLine InvoiceLineAmount,Amount,amount,AR,SourceDocuments,SalesInvoicesInvoiceLine InvoiceLineAmountAmount,,NUMERIC,Decimal,In the headers default currency
SalesInvoicesInvoiceLineTaxInformationTaxAmount,Amount,amount,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxAmountAmount,,NUMERIC,Decimal,In the headers default currency
SalesInvoicesInvoiceSettlementSettlementAmount,Amount,amount,AR,SourceDocuments,SalesInvoicesInvoiceSettlementSettlementAmountAmount,,NUMERIC,Decimal,In the headers default currency
SalesInvoicesInvoiceLineAnalysisAnalysisAmount,Amount,amount,AR,SourceDocuments,SalesInvoicesInvoiceLineAnalysisAnalysisAmountAmount,,NUMERIC,Decimal,In the headers default currency.
SalesInvoicesInvoiceLine ShipToAddress,PostalCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToAddressPostalCode,,TEXT,String,Post Code or Zip Code
SalesInvoicesInvoiceLine,TaxPointDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxPointDate,,DATE,Date,Tax Point date where recorded on invoice or if not recorded then use the invoice date.
SalesInvoicesInvoiceLine ,DebitCreditIndicator,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine DebitCreditIndicator,,TEXT,String,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g a return can lead to a negative amount.
SalesInvoicesInvoiceLine ShipFrom,DeliveryDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromDeliveryDate,,DATE,Date,Date goods are delivered
PurchaseInvoicesInvoiceLine ShipToAddress,Region,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
SalesInvoicesInvoiceShipFrom,DeliveryDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromDeliveryDate,,DATE,Date,Date goods are delivered
SalesInvoicesInvoiceShipTo,DeliveryDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToDeliveryDate,,DATE,Date,Date goods are delivered
SalesInvoicesInvoiceLine Delivery,DeliveryDate ,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine DeliveryDeliveryDate ,,DATE,Date,Date goods are delivered
